Country Name,Country Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
保加利亚,BGR,,14.25055981,15.50409985,17.13919067,18.03173065,19.05385017,19.43024063,19.74670982,21.9737606,18.23545074,17.05952072,16.10189056,15.63683987,15.41180038,15.9854002,17.02923012,18.70066071,20.75403023,22.54714966,25.01054955,26.15537071,30.98031998,30.37958908,31.83337021,33.58517075,36.40219116,40.94532013,42.96567154,42.78302002,44.83275986,44.12976074,42.78107834,40.88225174,41.62207031,42.55524063,45.3680191,47.15087128,50.58832932,51.913311,54.23545074,57.79518127,59.02869034,61.35998154,64.19197845,67.56356049,70.30153656,71.2457428,71.03066254,71.52152252,73.37917328,
白俄罗斯,BLR,,40.97262955,,,,,37.26008987,,,,38.38587189,39.68624878,39.96981049,41.18185043,42.57104111,44.40879822,45.58385849,46.69733047,47.64347839,48.20013046,49.51082993,48.20177841,44.27215958,43.66905975,41.68539047,40.71274948,44.90518188,45.57012177,49.65983963,52.65364075,55.08983994,57.5134697,60.09336853,62.86722946,65.01206207,67.57421112,69.71343231,71.66674805,71.22473145,74.45922089,79.57814026,86.13761902,92.07142639,93.54328156,91.50016022,89.56716156,88.18457794,88.45143127,87.42909241,93.39631653,86.59693146
伯利兹,BLZ,,1.03271997,0.845589995,,0.895470023,0.941709995,,,,,,,,,,,,,,,,,,,,,,,,,,14.66573048,16.50700951,15.83843994,15.40244961,16.02116966,17.01988029,18.18181992,19.09911919,22.41007996,21.86787987,21.90513992,24.32074928,24.16823959,24.00411034,23.25366974,24.21410942,24.6566391,24.54084015,24.99110031,25.60012054
百慕大,BMU,,,,,,,,,,7.48263979,9.674119949,10.28069019,,,,,,,,,,,,,,,,,,,,,,,,,29.01057053,25.93569946,26.22477913,32.91566086,30.74872971,32.01657867,31.61018944,30.31139946,28.23649025,25.14212036,,17.8335495,19.02725983,,
巴西,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08415985,,18.15427971,20.69566917,23.21698952,24.49123955,25.98962975,,30.78668976,35.56209946,37.03839874,,43.45983124,45.17753983,47.05736923,50.17644882,51.32004166,50.73448944,51.57070923,53.25735092,55.13629913,
文莱达鲁萨兰国,BRN,,,,,,,,1.957419991,,2.171530008,,,,1.013339996,2.886899948,,2.920589924,4.341629982,,,,,5.311900139,5.41809988,5.618629932,,,,9.652549744,11.9678297,12.68708992,14.24075031,13.91759014,14.00621986,14.68593979,14.56068993,14.50456047,15.01222038,15.73894978,16.76596069,15.45913982,17.40431976,22.42971039,24.34009933,32.02042007,31.30059052,31.92415047,33.56496048,31.21179962,31.47384071,31.99329948
不丹,BTN,,,,,,,,,0.40715,0.743049979,0.879419982,,,0.719889998,,,,,,,,,,,,,,,,2.674160004,,,,,,5.039000034,5.303349972,5.70472002,6.758729935,6.491660118,7.246779919,8.919469833,9.509610176,10.90071964,,14.12413979,,14.78160954,15.55451012,15.56830025,16.44733047
博茨瓦纳,BWA,0,0,0.363090008,0.417210013,0.462390006,0.707899988,0.756290019,0.862569988,1.021219969,1.112100005,1.344609976,1.43599999,1.591439962,1.661489964,1.877380013,2.053440094,2.399669886,2.6473701,,,,4.336329937,,5.038660049,5.476419926,5.205049992,5.627190113,,6.140230179,6.525020123,7.35284996,7.936689854,8.273909569,9.63696003,10.21485043,9.929019928,10.89706039,11.11515999,15.47852039,23.68350983,20.84837914,18.54269981,22.83048058,28.24711037,27.3073101,30.23933983,25.9108696,24.85997009,26.71711922,25.08139038,26.08892059
加拿大,CAN,,,,,,,48.0385704,,,,,,,,,,70.59152985,,,83.08904266,90.52835083,95.54933929,97.6102066,88.22052002,90.09745026,90.54239655,89.21376801,,59.50188065,60.2518692,59.11445999,,59.5465889,,,,,63.60005951,63.76739883,63.0657692,61.65584946,63.46731949,63.98077011,65.33229828,65.61290741,64.78695679,66.43917847,68.92250824,70.11302185,75.69882202,
中歐和波羅的海,CEB,12.83298016,12.81768036,12.59642982,12.80148029,13.34934044,13.93752956,14.71592999,15.36561012,15.8221302,15.86699963,15.95796967,16.10017967,16.19371033,16.12947083,16.3938694,16.4975605,16.67836952,16.71433067,16.74991035,17.18058968,17.40418053,18.40055084,18.40376091,19.69297028,22.21585083,24.34469986,27.91094971,30.6129303,31.60722923,35.39857864,38.8769989,42.98625183,46.60897064,50.08496857,53.49282074,57.01633835,59.76752853,62.5872612,65.85360718,67.70140076,68.20903778,67.04164886,65.19364929,63.61439133,62.08800888,61.04803848,61.13470078,61.79257965,62.53382874,63.34917831,63.34917831
瑞士,CHE,,10.04364967,10.58008003,11.37127972,12.42973995,13.19721985,13.88918972,15.75527,16.41097069,17.21064949,17.91974068,18.55677986,18.85586929,18.84465981,19.43013954,21.09674072,21.64961052,22.68453026,23.3827095,24.00201035,25.60500908,26.8572998,28.13349915,29.22532082,30.46475029,31.33869934,32.3965416,,35.28969955,36.99367142,37.77896118,39.77228165,40.94654846,44.03966904,45.60078049,45.80414963,46.53779984,47.24253082,48.83327866,50.14809036,52.93772888,54.48451996,55.52046967,56.27014923,57.22972107,57.70735168,58.04695129,59.56298828,61.37744904,63.30805969,
智利,CHL,8.42936039,10.4429903,12.67716026,14.1505003,13.65225029,13.79782009,12.17424011,11.77925014,11.51805973,11.01303005,12.36781025,,13.07452965,14.60266972,15.34016037,15.98256969,17.30162048,18.09790039,18.95202065,,,21.15908051,24.01111984,26.18572044,26.92556,27.43598938,29.20948982,30.10980988,32.00793839,35.36761856,35.37630081,,40.37825012,43.46953964,43.93024826,49.36883926,48.23466873,53.95666885,56.73126984,60.91149902,67.86342621,72.2767868,75.93106842,79.9562912,82.84638214,85.26672363,87.18814087,88.4644165,90.8963089,93.10112762,
中国,CHN,0.128209993,,,0.206389993,0.338420004,0.47586,0.565069973,0.637220025,0.70630002,0.966149986,1.130329967,1.781780005,,,2.018429995,2.43659997,2.972229958,3.112570047,3.082060099,2.991960049,2.972559929,2.891459942,2.805660009,2.889689922,3.611409903,4.390140057,4.91531992,5.350110054,5.863930225,6.394279957,7.590410233,9.789110184,12.62847996,15.45267963,17.69125938,19.08699989,20.2191906,20.52121925,20.68412018,22.44305992,24.19849014,25.64785004,28.72566986,32.43367004,42.43072891,46.04042816,48.01902008,49.07326126,50.60443878,53.76491165,58.42010117
科特迪瓦,CIV,,1.123149991,1.103440046,1.257429957,1.262249947,,1.304200053,1.508849978,1.691849947,1.979400039,2.191169977,2.862649918,2.626559973,,2.435189962,2.434839964,,2.723530054,,,,,2.845669985,3.417670012,4.293670177,4.283219814,,6.575240135,,6.65376997,,,,,,,,9.008259773,8.508410454,8.357950211,7.672249794,3.420730114,,8.230779648,8.315190315,8.794380188,8.949250221,9.341369629,,9.952599525,
喀麦隆,CMR,,0.486090004,0.606149971,0.768050015,0.922129989,1.048050046,,,,1.616969943,1.810539961,1.611860037,1.670359969,1.740689993,1.938169956,2.131870031,,2.40060997,2.571170092,2.560159922,2.918879986,3.221060038,,,,,,,,4.914209843,4.64523983,4.655700207,5.085070133,5.122580051,5.093289852,5.850599766,6.809500217,7.261509895,7.883110046,9.047599792,11.15701962,12.07215977,13.09234047,15.29166031,16.28087044,16.9623909,12.47752953,12.76025009,14.26727009,,
哥伦比亚,COL,4.247049809,4.721310139,5.323170185,5.720880032,6.246660233,7.110620022,7.528150082,8.5353899,8.819970131,9.016619682,8.854680061,10.13027954,10.47474003,10.92078018,11.46858025,11.7568903,12.48497963,12.97144032,13.67794991,14.23342991,14.65400982,15.34537029,15.98505974,16.15122986,16.70019913,16.66974068,17.91041946,21.10671043,23.67215919,23.29743004,24.49200058,25.34746933,25.43061066,,28.1366291,30.69215965,32.69947815,33.74993896,36.07695007,37.51898956,39.41331863,43.03231049,45.30730057,48.73310852,51.41638184,53.28213882,55.48424911,56.43402863,55.32749176,54.97652054,
佛得角,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.753039956,2.014889956,1.71254003,4.075660229,4.731090069,6.186069965,7.625699997,8.546349525,9.704939842,12.04436016,15.15340996,18.0097599,20.71314049,20.59732056,22.94643974,23.97116089,23.06306076,24.00532913,24.39769936,23.61651039,,
古巴,CUB,,3.588670015,4.881269932,6.290440083,7.05396986,8.63724041,10.56581974,13.99691963,16.30525017,17.0383091,17.5121994,16.58082962,16.38549995,15.92325974,16.94082069,18.18535995,20.07444954,22.16531944,22.90699005,21.98494911,21.28325081,21.22561073,19.67630005,17.61053085,16.14381981,13.5776701,12.70767021,12.64603996,12.93379974,20.33568001,22.03743935,25.22223091,27.03582954,32.79890823,53.83246994,62.19303894,86.64418793,105.4805984,117.1008072,114.097702,94.85228729,80.91815186,63.82949829,49.26813889,40.96097183,36.11420059,34.03981018,39.91313934,41.37902069,44.25410843,46.71794891
塞浦路斯,CYP,,1.300639987,1.460330009,1.599149942,1.42482996,,,,1.71262002,2.19652009,2.246229887,2.868419886,3.02895999,2.800940037,3.405380011,3.964230061,4.834780216,5.429480076,6.754990101,7.934350014,9.027099609,10.12450981,9.247119904,14.07258034,15.02812958,17.01656914,19.17955971,20.93540001,,21.0324192,19.56232071,21.61252022,25.1022892,31.9636097,35.86368942,33.22082138,33.41991043,36.17380905,42.61800003,52.00389099,48.31158066,46.53973007,45.86359024,47.52524185,53.10435104,60.10123062,67.17111206,75.94081116,81.33708191,88.48532867,
捷克共和国,CZE,,8.904390335,8.388420105,8.460929871,9.176560402,10.16726017,11.37895966,13.05451965,14.5703001,15.31842041,16.31719017,17.06698036,17.34226036,17.22730064,16.65736008,16.32517052,16.15093994,16.45553017,16.4865799,16.30483055,16.15299988,16.05772018,14.57238007,14.38755035,19.39908028,20.57965088,21.50966072,23.24160957,23.74192047,25.47488022,28.3487606,29.97562981,34.43735886,37.00822067,43.73418045,48.34936142,50.13668823,54.1823616,58.06951141,61.07540894,63.94588089,65.57000732,65.6711731,65.08576965,65.62409973,64.48162842,63.7481308,64.07868958,63.76876831,65.58698273,
丹麦,DNK,,18.85399055,22.05900955,25.35852051,27.64678955,28.52527046,30.04233932,30.16300964,31.93433952,28.26959038,28.37664986,28.26807022,27.96108055,28.55385971,28.76107979,28.82218933,29.09523964,29.61317062,30.59115028,31.85487938,34.09513092,36.45914841,38.63267136,42.71728134,44.65515137,45.44683075,47.79914856,,52.45497131,55.81919098,57.21831131,59.99787903,63.50836182,67.50428009,74.39499664,80.37451172,79.01963043,78.55219269,75.68209076,74.28376007,73.59667206,76.75834656,79.10832214,80.9310379,81.02908325,82.12949371,81.05674744,80.6160202,81.18334961,81.83975983,
阿尔及利亚,DZA,,,,,,,,,,,,,,,,,,9.045040131,8.864520073,,10.29314041,11.01270008,11.14538002,10.98828983,10.46949005,10.15425014,11.41825008,,,13.72463989,,15.65380955,17.37116051,18.57794952,19.14941978,20.87285995,21.33783913,23.6013298,,29.90937996,29.88942909,31.21409035,32.20153046,33.89099121,34.48181915,36.78131866,42.62884903,47.64683151,51.36566925,52.61994171,52.49861908
东亚与太平洋地区（不包括高收入）,EAP,1.409399986,1.391890049,1.423509955,1.474349976,1.658360004,1.85642004,2.03102994,2.191770077,2.450860023,2.887490034,3.190380096,3.625839949,4.069719791,4.237510204,4.528619766,4.810190201,5.048669815,5.199150085,5.06427002,5.160079956,5.158549786,5.226759911,5.258480072,5.451099873,6.183320045,6.962299824,7.654570103,8.528900146,9.327150345,10.35978031,11.38953018,12.97912025,14.96858978,16.96517944,18.60384941,19.74612045,20.58139992,21.10814095,21.68268967,23.29607964,24.91354942,26.42012978,28.98715973,31.63960075,38.36273956,40.82582092,42.2580719,42.9749794,43.92446136,45.78636169,48.53308105
早人口紅利,EAR,5.098599911,5.178510189,5.317200184,5.523789883,5.750730038,6.022250175,6.233709812,6.280849934,6.528850079,6.774829865,6.984499931,7.346010208,7.395939827,7.856160164,8.386569977,8.578940392,8.728500366,8.999409676,8.676890373,8.900719643,9.014920235,9.185919762,9.234640121,9.353199959,9.636050224,9.873439789,10.55749035,11.08683014,11.81005001,12.75030994,13.3509798,13.68153,14.15044022,14.60445976,15.04263973,15.35826969,16.18745041,17.50637054,19.17095947,20.30131912,21.98405075,24.6565609,26.2279892,26.67420006,27.93828011,29.32217979,30.04092026,30.76374054,31.34721947,32.13119888,32.40282822
东亚与太平洋地区,EAS,3.096339941,2.98597002,3.089430094,3.174779892,3.441910028,3.739419937,4.023200035,4.216289997,4.572229862,4.988379955,5.290150166,5.700139999,6.144139767,6.349339962,6.665339947,6.927259922,7.109370232,7.245250225,7.148049831,7.256969929,7.318769932,7.473599911,7.622739792,8.345439911,9.325249672,10.23764992,11.14431,12.44832039,13.22467995,14.40659046,15.57176971,17.16469955,19.06616974,20.91543007,22.42130089,23.42787933,24.15794945,24.55752945,25.0489006,26.57177925,28.17997932,29.79121017,32.36539078,35.04428101,41.42765045,43.78068924,45.14934158,45.74924088,46.60903168,48.4691391,51.04447174
欧洲与中亚地区（不包括高收入）,ECA,33.45204163,33.1153717,32.59135818,32.14253998,31.77092934,31.76404953,31.8020401,32.07823944,32.26237869,32.28998947,32.28684998,32.17736816,32.73030853,33.2146492,33.87469101,34.77795029,35.02785873,35.57561874,35.31370926,35.11088181,35.153759,34.57870865,33.85884094,32.70471954,32.34130859,31.90699959,32.92295074,34.02970123,35.11204147,36.50370026,38.85482025,42.05511093,45.21321869,48.40462112,49.46846008,51.50812149,53.37113953,54.67594147,55.5689888,56.56510925,57.73192978,58.48386002,59.37316132,61.48714828,63.44200897,64.74516296,67.25395966,69.94296265,72.41004944,74.82637787,76.0178833
欧洲与中亚地区,ECS,24.75852966,24.74151993,25.07345009,25.52051926,25.83779907,26.43165016,27.11186028,27.55718994,27.90267944,27.82575035,27.92450905,27.87018967,28.2357502,28.64833069,29.15003014,29.84386063,30.20849991,30.69602966,31.03162956,31.63944054,32.41107941,33.16590118,33.86518097,34.79615021,36.30197906,37.10736847,38.51968002,40.20423126,41.37664032,43.01087952,44.88396835,47.50437164,50.18476105,52.79961014,54.11365891,55.8408699,57.22161102,58.03672028,58.69377136,59.72402954,61.18180847,62.23960876,63.00804901,64.00760651,65.33058167,66.18609619,68.01361084,70.08499146,72.04505157,74.31363678,74.87876892
阿拉伯埃及共和国,EGY,,7.182899952,8.112110138,9.438420296,10.70998955,12.13247013,13.74670982,15.61616993,16.21471024,16.29194069,16.70132065,17.64112091,18.72874069,19.43091965,20.04504967,18.74809074,18.59431076,18.65457916,18.21162987,15.58874035,14.42986965,12.17868996,,,,,,,,30.72464943,,29.75445938,30.79854012,27.65974998,28.92970085,30.12000084,29.92955017,30.27098083,29.9879303,30.5354805,31.41724014,26.81772041,27.7280407,30.11784935,31.06810951,35.02812958,33.85890961,35.16452026,38.90494919,,
欧洲货币联盟,EMU,19.56491089,19.57855034,20.64627075,21.95080948,22.72892952,23.79667091,25.07061005,25.59861946,26.17794991,25.86478996,26.18516922,26.30931091,26.62166977,26.79587936,27.31432915,28.12265968,28.70241928,29.07966042,29.98106003,31.32444,32.66064072,34.55035019,36.56568146,39.39804077,42.58079147,44.12858963,45.87543869,48.03145981,49.60108185,50.34278107,51.70389175,53.48400116,55.03363037,57.05981064,58.96039963,60.36014175,61.33068848,61.53100967,62.13962173,63.16101074,64.99739838,66.89433289,67.82388306,68.39781189,70.02088928,70.91848755,72.16018677,73.67427063,75.13626099,76.90232086,76.90232086
西班牙,ESP,,8.666270256,9.646450043,14.12903023,15.39789963,16.83543015,19.50148964,20.33963013,22.50709915,20.84601021,22.04273987,22.07073021,22.5032692,23.13824081,24.81538963,26.15633011,28.56327057,29.87708092,31.75620079,33.7125206,35.55821991,37.03936005,39.27051163,41.17985153,44.04141998,45.72900009,47.67776871,50.54774857,52.83372879,55.02772903,57.72711182,59.78372955,61.58797073,63.96755981,66.09031677,67.15335083,68.53449249,68.75184631,69.74542236,71.5843277,75.91094971,80.0379715,82.27033234,83.72563934,85.4462738,85.61177826,86.51608276,88.85301208,91.11257172,92.88234711,
爱沙尼亚,EST,,,,,,,,,,,,23.24204063,,,,,22.01342964,,22.10383034,22.91566086,24.75433922,24.35972977,24.52223969,23.53076935,24.40365028,25.44992065,40.18613052,44.06330109,47.32125092,49.61476898,54.5440712,58.6614418,61.53720856,64.39907837,66.18383789,67.91280365,67.86591339,67.67472839,66.44184113,66.63191986,68.18450928,70.36908722,72.37506866,73.9212265,73.30776215,72.1676178,71.39044952,69.04592133,70.36543274,74.231987,
埃塞俄比亚,ETH,,0.174869999,0.188659996,0.147029996,0.237560004,,,0.244749993,0.377550006,0.463290006,0.514880002,0.491149992,0.503380001,0.528509974,0.510140002,,0.810140014,0.86522001,0.807169974,0.827009976,0.850449979,0.827970028,,,0.622789979,0.675719976,0.700030029,0.817770004,0.855840027,0.951089978,1.186560035,1.469179988,1.649150014,2.309279919,2.599430084,2.810039997,,,3.62789011,5.372210026,7.483180046,7.88365984,8.223600388,8.561479568,8.105319977,9.584710121,10.17908001,10.48816967,10.42656994,,
欧洲联盟,EUU,17.33736992,17.31267929,18.05545044,19.00275993,19.72499084,20.75933075,21.9675808,22.53355026,23.09622002,22.93479919,23.1837101,23.27890015,23.59556007,24.05114937,24.52478027,25.10128021,25.59626007,25.97310066,26.66058922,27.75003052,28.89818001,30.68502998,32.49755096,35.22636032,38.38808823,40.40513992,42.46239853,44.74435043,46.01897049,48.00999069,49.54745102,51.80670929,54.15037155,56.3614006,58.15729904,59.8053894,60.99068832,61.61243057,62.40024948,63.56967926,65.02870178,66.02294922,66.1783371,65.80938721,66.46723175,66.86956787,68.03630066,69.4903183,70.9749527,73.07480621,73.07480621
脆弱和受衝突影響的情況下,FCS,2.804470062,2.857039928,3.022480011,3.153539896,3.286010027,3.472090006,3.658580065,3.952519894,4.196849823,4.438779831,4.610169888,4.840670109,4.977759838,5.054850101,5.176730156,5.313389778,5.528969765,5.70126009,5.79185009,5.947569847,6.028560162,6.107860088,6.104129791,6.227600098,6.172530174,6.253099918,6.323830128,6.528260231,6.786630154,7.138989925,7.508609772,8.250200272,8.831219673,9.258480072,9.680299759,10.49464035,11.15450954,11.71560955,12.45213985,12.82977009,13.21901989,13.42938995,13.5934,13.69779968,13.94355965,13.98285961,13.80319977,13.87516975,,,
芬兰,FIN,,13.12738991,13.6391201,14.27227974,15.70298004,16.92126083,27.59320068,29.33498955,30.63040924,31.24069977,31.70911026,32.10808182,32.62284851,33.36182022,31.45317078,31.92317963,34.06824875,36.04206085,38.09204865,40.97916031,44.46062851,48.88246155,52.93727112,59.36272049,63.99895096,67.40026093,70.33547974,73.39402771,79.17263794,81.38202667,82.3295517,84.31597137,84.83998108,86.94397736,89.51747131,91.67951965,93.15744781,93.75906372,94.69184113,91.29065704,93.44780731,94.9199295,92.87734985,90.9941864,88.88166046,87.67987061,86.97852325,88.1978302,90.2617569,92.95500946,
法国,FRA,,18.55905914,19.63516998,21.39669991,22.23352051,23.5865593,24.7860508,24.93112946,25.97421074,24.32786942,25.15819931,25.34202003,26.77469063,27.24198914,,28.84659958,29.38970947,29.79355049,30.77857018,34.30202103,36.89102173,39.45663834,42.79212189,45.71718979,49.5357399,50.37702942,52.3642807,53.33494949,53.88354111,51.48989868,50.60308075,50.44728851,50.25168991,52.31697845,53.45763016,53.88233185,53.87541962,52.94754028,52.47552109,52.77310181,54.8817215,55.62572861,57.90901184,59.8487587,61.51047897,62.78593063,64.72767639,65.80223083,67.54351807,68.35790253,
英国,GBR,,14.58030987,15.43801022,16.06583977,16.72007942,18.54512024,19.18024063,19.32522964,19.12640953,19.16411972,18.84958076,18.88532066,18.9608593,21.05810928,21.07250977,20.99831963,21.51789093,22.54342079,23.31349945,24.40033913,26.48238945,29.18214989,33.23070145,37.98561859,42.81531143,48.25759125,50.08433151,53.28807068,55.54418182,60.11243057,58.47404099,59.26847076,62.56843185,62.06856155,59.35145187,58.96609879,59.03244019,58.49451065,56.64390945,57.90053177,58.92335129,59.14593124,59.40211868,57.03876114,56.5644989,56.45848846,58.42562103,59.99557114,61.38288879,65.77336121,
格鲁吉亚,GEO,,,,,,,,,,,,29.5771904,,,,,,,,,,36.18912888,,,,43.4928093,39.94224167,42.78186035,,36.09960938,39.05968857,40.86437988,43.76617813,45.85309982,45.78385162,51.37931061,42.73038101,41.81056976,38.87020874,28.88170052,32.58370972,34.78549957,32.24253082,37.91400146,42.28091812,46.48112869,51.83005142,56.8112793,60.33444977,63.91550064,66.68921661
几内亚,GIN,,0.561770022,,,,2.386610031,2.942369938,3.35571003,4.632909775,4.858329773,,4.178919792,2.968499899,2.923510075,2.677900076,2.272830009,1.830649972,1.365429997,1.161560059,1.186650038,1.08773005,0.957669973,0.912609994,1.269230008,1.19622004,1.324569941,1.227329969,1.261420012,1.300199986,,,,,,2.295830011,3.076009989,5.334430218,8.276450157,9.435660362,9.568929672,10.90025043,11.06587982,10.52167034,11.04827023,11.55930996,9.360919952,9.342309952,9.180729866,7.921060085,7.018630028,
